FileName,ItemTitle
uclalsc_uars100_409_001,"UCLA football player James Millette, 1947"
uclalsc_uars100_409_002,"UCLA football player James Millette showering, 1947"
uclalsc_uars100_409_003,"UCLA football player James Millette reaching for a football, 1947"
uclalsc_uars100_409_004,"UCLA football player James Millette looks at a chalkboard of plays, 1947"
uclalsc_uars100_409_005,"UCLA football player James Millette stretching on the field, 1947"
uclalsc_uars100_409_006,"UCLA football player James Millette checking out different helments for practice, 1947"
uclalsc_uars100_409_007,"UCLA football player James Millette on the field, 1947"
uclalsc_uars100_409_008,"UCLA football player James Millette running wih th ball on the field, 1947"
uclalsc_uars100_409_009,Newspaper article about James Millette
uclalsc_uars100_409_010,Newspaper article about James Millette'e military and football career
uclalsc_uars100_410_001,UCLA football player Karl Morgan
uclalsc_uars100_411_001,UCLA football center and defensive left guard Prentice O'Leary
uclalsc_uars100_413_001,"UCLA left end Mel Profit, 1962"
uclalsc_uars100_414_001,UCLA football player Tom Ramsey
uclalsc_uars100_415_001,UCLA football player John Richardson running with the rest of the team onto the field for a game
uclalsc_uars100_415_002,UCLA football player John Richardson poses for a picture
uclalsc_uars100_415_003,"UCLA right tackle John Richardson on the field, 1964"
uclalsc_uars100_416_001,"UCLA inside linebacker Jerry Robinson at the UCLA Award banquet receiving the All-American Pop Award, 1978"
uclalsc_uars100_417_001,UCLA football player Toa Saipale
uclalsc_uars100_418_001,"UCLA football player Jim Salsbury on the field, 1953"
uclalsc_uars100_419_001,UCLA football player Steven Sindell handing the ball off to Miles Haffer
uclalsc_uars100_419_002,"UCLA quarterback Steve Sindell looking back to pass, 1963"
uclalsc_uars100_419_003,UCLA quarterback Steve Sindell looking to pass during a game at the Los Angeles Coliseum
uclalsc_uars100_419_004,UCLA quarterback Steve Sindell playing during a football game
uclalsc_uars100_420_001,"UCLA right tackle Larry Sleagle running on the field, 1966"
uclalsc_uars100_420_002,"UCLA right tackle Larry Sleagle posing on the field, 1966"
uclalsc_uars100_421_001,"UCLA left halfback Rob Smirh running a ball, 1961"
uclalsc_uars100_422_001,UCLA football player Al Solari running on the field during a game
uclalsc_uars100_423_001,"UCLA football player Al Sparlis on the field, 1945"
uclalsc_uars100_424_001,UCLA football player Tom Sullivan
uclalsc_uars100_425_001,UCLA football player Greg Taylor
uclalsc_uars100_426_001,UCLA football player Larry Thomas
uclalsc_uars100_427_001,UCLA football player Jojo Tonsell
uclalsc_uars100_428_001,UCLA football player Jimmy Turner
uclalsc_uars100_429_001,UCLA running back Randy Tyler running a play during a game
uclalsc_uars100_429_002,UCLA running back Randy Tyler running a play during a game
uclalsc_uars100_430_001,UCLA football player Wendell Tyler
uclalsc_uars100_431_001,"UCLA split end Terry Vernoy catches a pass in a game versus Oregon State, October 2, 1971"
uclalsc_uars100_432_001,"UCLA left guard and right linebacker John Walker tackling a player in practice, 1963"
uclalsc_uars100_433_001,UCLA right tackle Bruce Walton
uclalsc_uars100_434_001,UCLA football player Benjamin Warner
uclalsc_uars100_435_001,UCLA left halfback Johnny White runing with the ball during  the football game against Stanford
uclalsc_uars100_436_001,"UCLA left linebacker Don Widmer at practice, 1967"
uclalsc_uars100_437_001,UCLA football player Dokie Williams
uclalsc_uars100_438_001,UCLA football player Blake Wingle
uclalsc_uars100_439_001,"UCLA right end Dick Witcher catching a ball in practice, 1964"
uclalsc_uars100_440_001,UCLA football player Larry Zeno during a game
uclalsc_uars100_440_002,Quarterback Jim Nader running a sweep downfield during a football game
uclalsc_uars100_440_003,UCLA football player Larry Zeno running with the ball during a game
uclalsc_uars100_440_004,UCLA football player Larry Zeno practicing a handoff 
uclalsc_uars100_440_005,UCLA football player Larry Zeno running with the ball during a game
uclalsc_uars100_440_006,UCLA quarterback Larry Zeno running with the ball during a game
uclalsc_uars100_440_007,"UCLA quarterback Larry Zeno running during practice, 1963"
uclalsc_uars100_440_008,UCLA football player Larry Zeno during a game
uclalsc_uars100_440_009,UCLA quarterback Larry Zeno running for open ground during a football game
uclalsc_uars100_441_001,Mascots dancing at the Rose Bowl during a UCLA football game
uclalsc_uars100_443_002,Three men standing around the 1958 Foreign Press Award
uclalsc_uars100_443_003,A shot of the University of California Foreign Press Award
uclalsc_uars100_443_004,A shot of the University of California Foreign Press Award
uclalsc_uars100_443_005,A shot of the University of California Foreign Press Award
uclalsc_uars100_444_001,"View of the Westwood Campus, October 1926"
uclalsc_uars100_444_002,"View of the Westwood Campus, October 1926"
uclalsc_uars100_444_003,"Scene at Dedication of new campus, October 1926"
uclalsc_uars100_444_004,"Scene at Dedication of new campus, October 1926"
uclalsc_uars100_444_005,"View of crowd at Dedication of new campus, October 1926"
uclalsc_uars100_444_006,"View of crowd at Dedication of new campus, October 1926"
uclalsc_uars100_444_007,"Looking over the heads of the crowd at the Dedication of the new campus, October 1926"
uclalsc_uars100_444_008,"Scene at Dedication of new campus, October 1926"
uclalsc_uars100_444_009,"Scene at Dedication of new campus, October 1926"
uclalsc_uars100_444_010,"View of crowd at Dedication of new campus, October 1926"
uclalsc_uars100_444_011,"View of crowd at Dedication of new campus, October 1926"
uclalsc_uars100_444_012,"View of crowd at Dedication of new campus, October 1926"
uclalsc_uars100_444_013,"View of crowd at Dedication of new campus, October 1926"
uclalsc_uars100_444_014,"Scene at Dedication of new campus, October 1926"
uclalsc_uars100_444_015,"Flag raised at Dedication of new campus, October 1926"
uclalsc_uars100_444_016,"Four attendees of the campus dedication walking through a field, 1926"
uclalsc_uars100_444_018,"View of stage and crowd attending dedication of new campus, October 1926"
uclalsc_uars100_444_019,"View of stage and crowd attending dedication of new campus, October 1926"
uclalsc_uars100_444_021,"Two attendees walk away from the stage area of the dedication of the new campus, October 1926"
uclalsc_uars100_444_022,"Two attendees walk away from the stage area of the dedication of the new campus, October 1926"
uclalsc_uars100_444_023,"Attendees of the new campus dedication walk through field, October 1926"
uclalsc_uars100_444_024,"Cars parked along edge of dedication area, October 1926"
uclalsc_uars100_444_025,"Dedication attendees walking through the dust caused by cars arriving to the dedication area, October 1926"
uclalsc_uars100_444_026,"Dedication attendees walking through the dust caused by cars arriving to the dedication area, October 1926"
uclalsc_uars100_444_027,"Group portrait during new campus dedication, October 1926"
uclalsc_uars100_444_028,"Dr. Edwin James, James R Martin, Regent Sarton, Governor Young, Regent Durham, Mrs. Roeber, Dr Rieber, Judge Russ Avery, Thomas J Armingham and Dr. Walderman Westagard pose together in front of Founder's Rock"
uclalsc_uars100_444_029,"Crowd gathered for new campus dedication looks on as crane places stone, October 1926"
uclalsc_uars100_444_030,"Crowd gathered for new campus dedication looks on as crane places stone, October 1926"
uclalsc_uars100_444_031,"Crowd looks on as excavator breaks ground at new campus groundbreaking cermony, October 1926"
uclalsc_uars100_444_033,"Crowd looks on as excavator breaks ground at new campus groundbreaking cermony, October 1926"
uclalsc_uars100_444_034,"Crowd looks on as excavator dumps dirt into truck at new campus groundbreaking ceremony, October 1926"
uclalsc_uars100_444_035,"Child with shovel breaks ground for first buiding at new campus groundbreaking ceremony, October 1926"
uclalsc_uars100_444_036,"Woman with shovel breaks ground at new campus groundbreaking ceremony, October 1926"
uclalsc_uars100_444_037,"Woman with shovel breaks ground at new campus groundbreaking ceremony, October 1926"
uclalsc_uars100_444_038,"Man posing with shovel has fake face superimposed over his at new campus groundbreaking ceremony, October 1926"
uclalsc_uars100_444_039,"Man posing with shovel has fake face superimposed over his at new campus groundbreaking ceremony, October 1926"
uclalsc_uars100_444_040,"Man posing with shovel at new campus groundbreaking ceremony, October 1926"
uclalsc_uars100_444_041,"Woman with shovel poses with group at new campus groundbreaking ceremony, October 1926"
uclalsc_uars100_445_002,Founder's Rock with a view of Powell Library and Royce Hall in the background
uclalsc_uars100_445_003,Founder's Rock marking the Hilgard Entrance to the UCLA campus with a view of Powell Library and Royce Hall in the background
uclalsc_uars100_445_004,"Bob Huff, a student, Regent Edward A. Dickson, and Earle Hedrick (later UCLA Provost at this time a math professor at UCLA) standing next to the Founder's Rock, which is in a vertical position"
uclalsc_uars100_445_005,"Bob Huff, a student, Regent Edward A. Dickson, and Earle Hedrick (later UCLA Provost at this time a math professor at UCLA) standing next to the Founder's Rock, which is in a vertical position"
uclalsc_uars100_445_006,"Bob Huff, a student, Regent Edward A. Dickson, and Earle Hedrick (later UCLA Provost at this time a math professor at UCLA) standing next to the Founder's Rock, which is in a vertical position"
uclalsc_uars100_445_008,Group celebrating in front of the Founders Rock as construction begins on the Westwood campus
uclalsc_uars100_445_010,"Men inspecting the installation of the Founder's Rock, ca. 1920's"
uclalsc_uars100_445_011,One shot of  a crowd celebrating in front of the Founder's Rock and another shot of the Founder's Rock at a later date with plants growing off of it
uclalsc_uars100_446_001,Two patrons viewing artifacts at the Fowler Museum of Cultural History
uclalsc_uars100_447_001,"Virginia Waldrop, Walters Waldrop, and Frances Clarke Sayres"
uclalsc_uars100_447_002,Women gathered with Frances Clarke Sayres during her lecture 
uclalsc_uars100_448_003,Model of the Franz Hall Graduate Research Unit project
uclalsc_uars100_448_004,Model of the Franz Hall Graduate Research Unit project
uclalsc_uars100_448_005,Model of the Franz Hall Graduate Research Unit project
uclalsc_uars100_448_006,Drawing of the exterior surrounding the Franz Graduate Research Unit
uclalsc_uars100_448_007,Final rendition of the addition to the Franz Hall steps
uclalsc_uars100_448_008,Model of the Franz Hall Plaza
uclalsc_uars100_451_001,"Group portrait of the Friends of the library, ca. 1941"
uclalsc_uars100_451_002,"Gordon Holinquist, President of Friends of the UCLA Library and Richard Asher, former Supervising Bibliographer of William Andrews Clark Library"
uclalsc_uars100_451_003,"Maye Ewing, Dwight Clarke and Howard Lamb, Friends of the UCLA Library officers, 1955-1957"
uclalsc_uars100_451_004,"Ruth Reichl, LA Times Restaurant editor, Bruce Henstell, President of the Friends of the UCLA Library and Ralph Frank, member of the Board of Directors of Lawry's Restaurants, Inc. at Friends' fundraiser"
uclalsc_uars100_451_005,"Group portrait of Friends of the UCLA Library officers, ca. 1951-1955"
uclalsc_uars100_451_006,Member of Friends of the UCLA Library at podium
uclalsc_uars100_451_007,View of audience at Friends of the UCLA Library event
uclalsc_uars100_451_008,Member of Friends of the UCLA Library at podium
uclalsc_uars100_451_009,Lawrence Clark Powell with unidentified man and woman at Friends of the UCLA Library event
uclalsc_uars100_451_010,View from audience looking at Lawrence Clark Powell at podium during Friends of the UCLA Library event
uclalsc_uars100_451_011,View of audience at Friends of the UCLA Library event
uclalsc_uars100_451_012,"Looking at men including Lawrence Clark Powell, sitting behind speaker at podium during Friends of the UCLA Library event"
uclalsc_uars100_451_013,Overhead view of audience at Friends of the UCLA Library event
uclalsc_uars100_451_015,"View of attendees seated around table at Friends of the UCLA Library banquet, November 1951"
uclalsc_uars100_451_017,"Looking down the table at the Friends of the UCLA Library banquet, November 1951"
uclalsc_uars100_451_019,"Founding members of Friends of the UCLA Library, Fall 1951"
uclalsc_uars100_451_020,Founding group of the Friends of the UCLA Library
uclalsc_uars100_451_023,Members of the Friends of the UCLA Library group sitting at table
uclalsc_uars100_451_024,Mary de Wolfe and Lawrence Clark Powell with unidentified man
uclalsc_uars100_451_025,Group of Friends of the UCLA Library looking at book
uclalsc_uars100_451_026,Members of Friends of the UCLA Library looking at large prints
uclalsc_uars100_451_027,Three members of the Friends of the UCLA Library posing in Powell Library
uclalsc_uars100_451_028,"Maye Ewing, Mrs. Ewing, Denny W. Clark and other man looking at large prints"
uclalsc_uars100_451_029,Members of the Friends of the UCLA Library group seated and standing around table
uclalsc_uars100_451_030,Members of the Friends of the UCLA Library group seated and standing around table
uclalsc_uars100_451_031,"Mr. James Lloyd, Lawrence Clark Powell, Maye Ewing and Mrs. Irene Robinson seated in the forefront"
uclalsc_uars100_451_032,"Group portrait of Friends of the UCLA Library, including Lawrence Clark Powell"
uclalsc_uars100_451_033,"Group of Friends of the UCLA Library with Lawrence Clark Powell at the center, looking at book"
uclalsc_uars100_451_034,"Fred B. Adams,  Maye Ewing, Dave Randall and WW Robinson seated at table"
uclalsc_uars100_451_035,"Fred B. Adams,  Maye Ewing, Dave Randall and WW Robinson seated at table"
uclalsc_uars100_451_036,"Group portrait of Friends of the UCLA Library, including Lawrence Clark Powell"
uclalsc_uars100_451_037,"Group portrait of Friends of the UCLA Library, including Lawrence Clark Powell"
uclalsc_uars100_451_038,Members of Friends of the UCLA Library speaking to each other
uclalsc_uars100_451_039,"Contact sheet of Friends of the UCLA Library, ca. 1978-1981"
uclalsc_uars100_451_040,"Maye Ewing, Robert Vosper, and unidentified men, ca. 1966"
uclalsc_uars100_454_001,"Looking Southeast towards the Veterans' housing site #1, September 1946"
uclalsc_uars100_454_002,"Temporary buildings in South Campus, ca. 1940s"
uclalsc_uars100_454_003,"Gayleyville building, Veterans' housing, September 1946"
uclalsc_uars100_454_004,"Veterans' housing site #2, October 1946"
uclalsc_uars100_454_005,"Looking north towards Veterans' housing site #1, September 1946"
uclalsc_uars100_454_006,"Front view of Gayleyville housing, ca. 1947"
uclalsc_uars100_454_007,"A veteran family in the Veterans Housing Project on the Los Angeles campus, ca. 1947"
uclalsc_uars100_455_001,"Students playing at the Geography Department Fall Picnic, 1955"
uclalsc_uars100_455_002,"Tom McKnight and an unidentified man, possibly Kit Salter, in the gymnasium "
uclalsc_uars100_455_003,Men of the geography department in the gymnasium 
uclalsc_uars100_456_001,Men playing volleyball at the geography department picnic
uclalsc_uars100_456_002,Richard Logan at the geography department picnic
uclalsc_uars100_456_003,"Richard Logan, Herb Eder, Peter Fielding, and Bob Lee  grilling at a geography department picnic"
uclalsc_uars100_456_004,People celebrating at the geoegraphy department picnic
uclalsc_uars100_456_005,Family eating food at the geography department picnic
uclalsc_uars100_456_006,Family at the geography department picnic
uclalsc_uars100_456_007,Pat Kirby at the geography department picnic getting something to drink
uclalsc_uars100_456_008,Richard Logan grilling at the geography department picnic 
uclalsc_uars100_456_009,Men and women sitting on the grass at the geography department picnic
uclalsc_uars100_456_010,boy watches two men grill at the geography department picnic
uclalsc_uars100_456_011,Bert Golomb eating at the geography department picnic
uclalsc_uars100_456_012,Herb Eder at the geography department picnic
uclalsc_uars100_456_013,John Rees drinking at the geography department picnic
uclalsc_uars100_456_014,Unidentified man at the geography department picnic 
uclalsc_uars100_456_015,Unidentified man at the geography department picnic 
uclalsc_uars100_456_016,Unidentified woman at the geography department picnic
uclalsc_uars100_456_017,Unidentified man playing a game at the geography department picnic
uclalsc_uars100_456_018,Unidentified man eating at the geography department picnic
uclalsc_uars100_456_019,Man lounging at the geography department picnic
uclalsc_uars100_456_020,Two unidentified men at the geography department picnic
uclalsc_uars100_456_021,An unidentified man and woman at the geography department picnic
uclalsc_uars100_456_022,Dr. Nelson and Dr. Dahlberg at the geography department picnic
uclalsc_uars100_456_023,Dr. Henry Bruman at the geography department picnic
uclalsc_uars100_456_024,Two men at the geography department picnic 
uclalsc_uars100_456_025,People sitting at the bench during the geography department picnic
uclalsc_uars100_456_026,People sitting at the bench during the geography department picnic
uclalsc_uars100_456_027,People gathered around the grills at the geography department picnic
uclalsc_uars100_456_028,Unidentified man grilling at the geography department picnic
uclalsc_uars100_456_029,"Men, possibly students, at the geography department picnic"
uclalsc_uars100_456_030,People at the geography department picnic
uclalsc_uars100_456_031,Man serving up hamburgers to students at the geography department picnic
uclalsc_uars100_456_032,Hamburgers on the grill at the geography department picnic
uclalsc_uars100_456_033,Man and woman waiting to eat at the geography department picnic
uclalsc_uars100_456_034,Two students at the geography department picnic
uclalsc_uars100_456_035,Crowds at the geography department picnic
uclalsc_uars100_456_036,People waiting to eat food at the geography department picnic
uclalsc_uars100_456_037,People waiting around the grill at the geography department picnic
uclalsc_uars100_456_038,People gathered around the refreshment center at the geography department picnic 
uclalsc_uars100_456_039,People gathered around the grills at the geography department picnic
uclalsc_uars100_456_040,Two unidentified men talking at the geography department picnic
uclalsc_uars100_456_041,Games at the geography department picnic
uclalsc_uars100_456_042,Woman sitting at the geography department picnic
uclalsc_uars100_456_043,Man playing a game at the geography department picnic
uclalsc_uars100_456_044,People playing volleyball at the geography department picnic
uclalsc_uars100_456_045,Game of baseball at the geography department picnic
uclalsc_uars100_456_046,Dr. Bruman at the geography department picnic
uclalsc_uars100_456_047,Student catching a ballat a geography department picnic
uclalsc_uars100_456_048,Two men at unidentified event
uclalsc_uars100_456_049,Men talking to each other at unidentified event
uclalsc_uars100_456_050,People playing volleyball at the geography department picnic
uclalsc_uars100_456_051,Man hitting a volleyball at the geography department picnic
uclalsc_uars100_456_052,People playing volleyball at the geography department picnic
uclalsc_uars100_456_053,"People at the geography department picnic, 1955"
uclalsc_uars100_456_054,Man and woman playing bongos at the geography department picnic
uclalsc_uars100_456_055,Various shots of people at the geography department picnic
uclalsc_uars100_456_056,Various shots of people at the geography department picnic
uclalsc_uars100_456_057,Various shots of people at the geography department picnic
uclalsc_uars100_456_058,Various shots of guests at the geography department picnic
uclalsc_uars100_457_001,Geography department faculty members preparing meals
uclalsc_uars100_457_002,Geography department faculty member working at a typewriter
uclalsc_uars100_457_003,"Woman, presumably of the geography department, smiling next to a cake made for her"
uclalsc_uars100_457_004,"Men, presumably of the geography department, playing volleyball, possibly at the geography department picnic"
uclalsc_uars100_457_005,"People, presumably of the geographic department, playing volleyball, possibly at the geography department picnic"
uclalsc_uars100_457_006,"Man, possibly from the geography department, kicking a soccer ball"
uclalsc_uars100_457_007,"Women, presumably of the geography department, talking in the library"
uclalsc_uars100_457_008,Members of the geography department gathered for a function
uclalsc_uars100_457_009,"Members and family members of the geography department  gathered, possibly for the department picnic"
uclalsc_uars100_457_010,Geography faculty members posed with a visiting scholar from Germany 
uclalsc_uars100_457_011,Contact sheet of the geography department alumni event
uclalsc_uars100_457_012,Contact sheet of the geography department alumni event
uclalsc_uars100_457_013,Contact sheet of the geography department alumni event
uclalsc_uars100_457_014,Men of the geography department playing basketball
uclalsc_uars100_457_015,Men and women of the geography department at dinner
uclalsc_uars100_457_016,Men and women of the geography department gathered for a picture 
uclalsc_uars100_457_017,Men of the geography department packing their luggage 
uclalsc_uars100_457_018,Men of the geography department packing their luggage
uclalsc_uars100_457_019,Men of the geography department gathered for a picture
uclalsc_uars100_457_020,Men of the geography department being driven in the backseat of an automobile
uclalsc_uars100_457_021,Members and family members of the geography department gathered to watch an event 
uclalsc_uars100_457_022,Member of the geography department spiking a volleyball
uclalsc_uars100_457_023,Women of the geography department gathered for a photograph
uclalsc_uars100_457_024,Men of the geography department playing volleyball
uclalsc_uars100_457_025,Faculty member of the geography department posing for a picture
uclalsc_uars100_457_026,"Shot of the retirement cake for Pearl of the geography department, June 1984 "
uclalsc_uars100_457_027,"A woman, presumably Pearl, at her retirement party"
uclalsc_uars100_457_028,Retirement party for Pearl 
uclalsc_uars100_457_029,Faculty member of the geography department filling up a gas tank
uclalsc_uars100_457_030,Property that is connected to members of the geography department
uclalsc_uars100_457_031,Man of the geography department serving food
uclalsc_uars100_457_032,Men of the geography department preparing food on a portable stove 
uclalsc_uars100_457_033,Unidentified people somehow connected to the geography department posed for a picture
uclalsc_uars100_457_034,Men of the geography department overlooking the luggage they packed in their car
uclalsc_uars100_457_035,Wheelbarrow races at a geography department picnic
uclalsc_uars100_457_036,Members of the geography department playing basketball
uclalsc_uars100_457_037,Men of the geography department preparing food on a portable stove 
uclalsc_uars100_457_038,Letter written to someone regarding photographs of the geography department that were recovered
uclalsc_uars100_457_039,Exterior of an unidentifiable property 
uclalsc_uars100_457_040,Various shots of different sites for the geography department
uclalsc_uars100_457_041,Various shots of the scenery on the road to Stanford University
uclalsc_uars100_457_042,Unidentified faculty member of the geography department standing outside
uclalsc_uars100_457_043,Pearl cutting her rietirement cake as guests look on
uclalsc_uars100_457_044,Two unidentified faculty members of the geography department examine the outdoor scenery 
uclalsc_uars100_457_045,"Women, possibly faculty members of the geography department, sitting at a table talking to each other"
uclalsc_uars100_458_001,Worker in the Geophysics department laboratory 
uclalsc_uars100_458_002,Worker in the Geophysics department laboratory 
uclalsc_uars100_458_003,Isotope Preparation System in the Geophysics Department laboratory with a worker in the background
uclalsc_uars100_459_001,"President Eliz Lloyd and Speaker Dr. Gordon S. Watkins at the Gold Shield Alumnae of UCLA event, November, 1937"
uclalsc_uars100_459_002,"Mrs Frances Martin, Mrs Pam Haskins, and Mrs Marshall Stromson at the Gold Shield Alumnae event, November, 1937"
uclalsc_uars100_459_003,"Mrs. Helen Mrs. Laughlin, Mrs. Earle Raymond Hedrick, Mrs. Betty James, and Mr.s Ann Sumner at the Gold Shield Alumnae of UCLA, November, 1937"
uclalsc_uars100_459_004,"Mrs. Earle R. Hedrick and Mrs. Laughlin pose for a picture at the Gold Shield Alumnae of UCLA, November, 1937"
uclalsc_uars100_459_005,"Candid photograph of Mrs. Herald Jepson, Mrs. Thomas Manwarring, and Miss Ann Sumner at a Gold Shield Alumnae of UCLA event, November, 1937"
uclalsc_uars100_459_006,"Elizabeth Lloynd Denis, Hansena Frederickson, Ann Sumner, and Albertina Rodi pose for a photo with Royce Hall in the background at the Gold Shield Alumnae of UCLA event, ca. 1937"
uclalsc_uars100_459_007,"Elizabeth Lloyd Denis and Albertine McGrath Rodi pose for a photograph at the Gold Shield Alumnae of UCLA event, ca. 1937"
uclalsc_uars100_459_008,"Various photos of women at the Gold Shield Alumnae of UCLA event, June 4, 1966"
uclalsc_uars100_460_001,"Varsity Golf Team Photo, 1981"
uclalsc_uars100_460_006,"Golf Team Photo, ca. 1980's"
uclalsc_uars100_460_011,"Golf Team Photo, 1983"
uclalsc_uars100_460_012,"Golf Team Photo, 1984"
uclalsc_uars100_460_015,"Members of the Golf Team posed for a picture with an award, ca. 1980's"
uclalsc_uars100_460_018,"Members of the Golf Team with golf clubs on the field, ca. 1980's"
uclalsc_uars100_460_021,"Golf Team on the field posed for a team photo, ca. 1980's"
uclalsc_uars100_460_022,"Members of the Golf Team with golf clubs on the field, ca. 1980's"
uclalsc_uars100_461_001,View of the scenery at the Bel Air Country Club surrounding the first hole
uclalsc_uars100_461_002,Golfers at the Bel Air Country Club
uclalsc_uars100_461_003,Golfers at the Bel Air Country Club
uclalsc_uars100_461_004,Golfers at the Bel Air Country Club
uclalsc_uars100_462_001,"Golfer Brian Mahon of the UCLA Golf team, 1985"
uclalsc_uars100_463_001,"Golfer Frank Newall, 1940"
uclalsc_uars100_464_001,"Golf Team Photo, 1936"
uclalsc_uars100_465_001,"Faculty waiting for the PhD Hooding Ceremony, June 1988"
uclalsc_uars100_465_002,"Faculty waiting for the PhD Hooding Ceremony, June 1988"
uclalsc_uars100_465_003,"Faculty waiting for the PhD Hooding Ceremony, June 1988"
uclalsc_uars100_465_004,"Faculty waiting for the PhD Hooding Ceremony, June 1988"
uclalsc_uars100_465_005,Faculty waiting for the PhD Hooding Ceremony
uclalsc_uars100_465_006,Faculty waiting for the PhD Hooding Ceremony
uclalsc_uars100_465_007,Faculty waiting for the PhD Hooding Ceremony
uclalsc_uars100_465_008,"Graduates lining up for the PhD Hooding Ceremony, June 1988"
uclalsc_uars100_465_009,Faculty lining up for the PhD Hooding Ceremony
uclalsc_uars100_465_010,Faculty lining up for the PhD Hooding Ceremony
uclalsc_uars100_465_011,"Faculty lined up in preperation for PhD Hooding Ceremony, June 1988"
uclalsc_uars100_465_012,"Faculty preparing to line up for PhD Hooding Ceremony, June 1988"
uclalsc_uars100_465_013,"View of stage during PhD Hooding Ceremony, June 1988"
uclalsc_uars100_465_014,"Speaker and sign language interpreter on stage during PhD Hooding Ceremony, June 1988"
uclalsc_uars100_465_015,"Close up of speaker at PhD Hooding Ceremony, June 1988"
uclalsc_uars100_465_016,"Victoria Fromkin at podium during PhD Hooding Ceremony, June 1988"
uclalsc_uars100_465_017,"The Emeriti from 1937-1938 Faculty and ceremonial escorts standing on stage during PhD Hooding Ceremony, June 1988"
uclalsc_uars100_465_018,"The Emeriti from 1937-1938 Faculty and ceremonial escorts standing on stage during PhD Hooding Ceremony, June 1989"
uclalsc_uars100_465_019,"The Emeriti from 1937-1938 Faculty and ceremonial escorts standing on stage during PhD Hooding Ceremony, June 1990"
uclalsc_uars100_465_020,"A portion of the Emeriti from 1938-1938 Faculty on stage during PhD Hooding Ceremony, June 1988"
uclalsc_uars100_465_021,"A portion of the Emeriti from 1938-1938 Faculty on stage during PhD Hooding Ceremony, June 1989"
uclalsc_uars100_465_022,"Victoria Fromkin at podium during PhD Hooding Ceremony, June 1988"
uclalsc_uars100_465_023,"Sidney Finegold at podium during PhD Hooding Ceremony, June 1988"
uclalsc_uars100_465_024,"The graduates following conferral of degree, June 1988"
uclalsc_uars100_465_025,"Looking towards stage from balcony during PhD Hooding Ceremony, June 1988"
uclalsc_uars100_465_026,"Looking towards stage from balcony during PhD Hooding Ceremony, June 1989"
uclalsc_uars100_465_027,"Looking towards stage from balcony during PhD Hooding Ceremony, June 1990"
uclalsc_uars100_465_028,"Looking towards stage from audience during PhD Hooding Ceremony, June 1988"
uclalsc_uars100_465_029,"Looking towards stage from audience during PhD Hooding Ceremony, June 1989"
uclalsc_uars100_465_030,"Faculty hooding a PhD candidate, June 1988"
uclalsc_uars100_465_031,"Faculty hooding a PhD candidate, June 1988"
uclalsc_uars100_465_032,"Faculty hooding a PhD candidate, June 1988"
uclalsc_uars100_465_033,"Faculty hooding a PhD candidate, June 1988"
uclalsc_uars100_465_034,"Marvin Alkin at microphone during PhD Hooding Ceremony, June 1988"
uclalsc_uars100_465_035,"Victoria Fromkin shaking hands with graduate, June 1988"
uclalsc_uars100_465_036,"Victoria Fromkin shaking hands with graduate, June 1989"
uclalsc_uars100_465_037,"David Chapman holds out hood while Edward Alpus hoods graduate, June 1988"
uclalsc_uars100_465_038,"Graduate stands with David Kaplan during PhD Hooding Ceremony, June 1988"
uclalsc_uars100_465_039,"Charles West hooding graduate, June 1988"
uclalsc_uars100_465_040,"Victoria Fromkin shaking hands with graduate, June 1988"
uclalsc_uars100_465_041,"Robin Kelley shakes hands with Victoria Fromkin with Edward Alpers stands in the background during Hooding ceremony, June 1988"
uclalsc_uars100_465_042,"Raymond Orbach at podium during PhD Hooding Ceremony, June 1988"
uclalsc_uars100_465_043,"Faculty member prepares to walk down from the stage during PhD Hooding Ceremony, June 1988"
uclalsc_uars100_465_044,"Faculty walk down from the stage during PhD Hooding Ceremony, June 1988"
uclalsc_uars100_465_045,"Thomas Jacobs and Mrs Francis Black stand with others around buffee table, June 1988"
uclalsc_uars100_465_046,"Ruseell O'Neill, Robert Vospur, Robert Yost, William Brown at celebration after PhD Hooding Ceremony, June 1988"
uclalsc_uars100_465_047,"David Cattell, Lois Crouch and others at PhD Hooding Ceremony, June 1988"
uclalsc_uars100_465_048,"Attendees at Robing Reception, June 1988"
uclalsc_uars100_465_049,"Robert Williams, Thomas Jacobs and others gathered around buffet table during Robing Reception, June 1988"
uclalsc_uars100_465_050,"William Puckett and others at Robing Reception, June 1988"
uclalsc_uars100_465_051,"Victoria Fromkin at podium during Robing Reception, June 1988"
uclalsc_uars100_465_052,"Ruseell O'Neill and Victoria Fromkin at podium at Robing Reception, June 1988"
uclalsc_uars100_465_053,"Ruseell O'Neill and Victoria Fromkin at podium at Robing Reception, June 1988"
uclalsc_uars100_465_054,"Raymond Fisher and Victoria Fromkin at podium during Robing Reception, June 1988"
uclalsc_uars100_465_055,"Raymond Fisher speaks at podium with Victoria Fromkin at his side during Robing Reception, June 1988"
uclalsc_uars100_465_056,"Victoria Fromkin hugs Beverly Liss with Raymond Fisher looking on from podium, June 1988"
uclalsc_uars100_465_057,"Victoria Fromkin speaks at podium, June 1988"
uclalsc_uars100_465_058,"Attendees at Emeriti Reception, June 1988"
uclalsc_uars100_465_059,"Gardner Miller and Robert Vosper with unidentified woman at Emeriti Reception, June 1988"
